filename	sent_density	ttr_basic	ave_s_len	register
1+LY+....txt	3.0	330.0	352000.0	LY
1+IP+....txt	43.0	663.0	23375.0	IP
1+IN+....txt	39.0	197.0	25775.0	IN
1+SP+....txt	36.0	422.0	27889.0	SP
1+IP+....txt	27.0	605.0	37286.0	IP
1+OP+....txt	51.0	475.0	19640.0	OP
1+LY+....txt	11.0	484.0	92000.0	LY
1+SP+....txt	72.0	430.0	13821.0	SP
1+LY+....txt	3.0	335.0	373000.0	LY
1+IP+....txt	38.0	488.0	26214.0	IP
1+IN+....txt	43.0	561.0	23182.0	IN
1+LY+....txt	34.0	287.0	29500.0	LY
1+IN+....txt	31.0	475.0	32778.0	IN
1+OP+....txt	17.0	508.0	59000.0	OP
1+OP+....txt	56.0	403.0	17788.0	OP
1+OP+....txt	32.0	580.0	31400.0	OP
1+IN+....txt	42.0	375.0	24068.0	IN
1+LY+....txt	22.0	540.0	44889.0	LY
1+SP+....txt	65.0	281.0	15364.0	SP
1+IN+....txt	37.0	254.0	26814.0	IN
1+OP+....txt	37.0	380.0	26935.0	OP
1+LY+....txt	14.0	400.0	72000.0	LY
1+SP+....txt	54.0	273.0	18568.0	SP
1+SP+....txt	61.0	367.0	16405.0	SP
1+IN+....txt	36.0	448.0	28000.0	IN
1+SP+....txt	39.0	270.0	25769.0	SP
1+SP+....txt	39.0	307.0	25621.0	SP
1+LY+....txt	17.0	483.0	58000.0	LY
1+LY+....txt	6.0	421.0	178000.0	LY
1+OP+....txt	60.0	413.0	16556.0	OP
1+SP+....txt	55.0	334.0	18138.0	SP
1+NA+....txt	53.0	626.0	18692.0	NA
1+LY+....txt	42.0	278.0	23559.0	LY
1+IP+....txt	56.0	357.0	17770.0	IP
1+IN+....txt	50.0	372.0	19984.0	IN
1+IP+....txt	34.0	625.0	29714.0	IP
1+OP+....txt	45.0	266.0	22119.0	OP
1+OP+....txt	47.0	260.0	21246.0	OP
1+OP+....txt	45.0	493.0	22167.0	OP
1+NA+....txt	44.0	423.0	22983.0	NA
1+SP+....txt	54.0	298.0	18642.0	SP
1+LY+....txt	45.0	412.0	22385.0	LY
1+SP+....txt	55.0	207.0	18259.0	SP
1+LY+....txt	23.0	458.0	43200.0	LY
1+LY+....txt	3.0	453.0	322000.0	LY
1+NA+....txt	48.0	444.0	20812.0	NA
1+NA+....txt	49.0	528.0	20586.0	NA
1+IN+....txt	38.0	338.0	26312.0	IN
1+IN+....txt	44.0	224.0	22667.0	IN
1+SP+....txt	43.0	374.0	23175.0	SP
1+SP+....txt	45.0	303.0	22084.0	SP
1+LY+....txt	10.0	292.0	103333.0	LY
1+SP+....txt	49.0	292.0	20555.0	SP
1+OP+....txt	38.0	337.0	26167.0	OP
1+IN+....txt	43.0	378.0	23403.0	IN
1+OP+....txt	58.0	360.0	17200.0	OP
1+SP+....txt	48.0	393.0	20865.0	SP
1+SP+....txt	53.0	366.0	19017.0	SP
1+SP+....txt	73.0	400.0	13746.0	SP
1+NA+....txt	44.0	463.0	22655.0	NA
1+NA+....txt	50.0	490.0	19962.0	NA
1+LY+....txt	55.0	640.0	18182.0	LY
1+IN+....txt	44.0	298.0	22914.0	IN
1+NA+....txt	47.0	535.0	21345.0	NA
1+OP+....txt	39.0	404.0	25623.0	OP
1+IP+....txt	46.0	521.0	21917.0	IP
1+OP+....txt	51.0	455.0	19787.0	OP
1+IP+....txt	38.0	409.0	26207.0	IP
1+IP+....txt	55.0	412.0	18179.0	IP
1+OP+....txt	53.0	415.0	18854.0	OP
1+IN+....txt	46.0	407.0	21564.0	IN
1+OP+....txt	47.0	192.0	21429.0	OP
1+IN+....txt	49.0	659.0	20556.0	IN
1+NA+....txt	43.0	532.0	23400.0	NA
1+IP+....txt	64.0	521.0	15743.0	IP
1+SP+....txt	46.0	371.0	21829.0	SP
1+IN+....txt	48.0	416.0	20771.0	IN
1+SP+....txt	56.0	291.0	18016.0	SP
1+SP+....txt	73.0	331.0	13630.0	SP
1+IP+....txt	66.0	443.0	15148.0	IP
1+SP+....txt	40.0	213.0	24965.0	SP
1+OP+....txt	43.0	256.0	23053.0	OP
1+NA+....txt	36.0	387.0	27797.0	NA
1+LY+....txt	5.0	423.0	201000.0	LY
1+IP+....txt	34.0	370.0	29600.0	IP
1+NA+....txt	34.0	530.0	29182.0	NA
1+IP+....txt	47.0	406.0	21111.0	IP
1+LY+....txt	77.0	334.0	12991.0	LY
1+NA+....txt	37.0	553.0	26722.0	NA
1+OP+....txt	45.0	428.0	22182.0	OP
1+IP+....txt	58.0	305.0	17307.0	IP
1+OP+....txt	29.0	496.0	34818.0	OP
1+OP+....txt	46.0	511.0	21783.0	OP
1+IN+....txt	46.0	285.0	21867.0	IN
1+NA+....txt	51.0	444.0	19773.0	NA
1+OP+....txt	52.0	428.0	19276.0	OP
1+LY+....txt	6.0	435.0	180500.0	LY
1+LY+....txt	49.0	407.0	20562.0	LY
1+SP+....txt	48.0	236.0	20697.0	SP
1+LY+....txt	6.0	461.0	178000.0	LY
1+IP+....txt	44.0	411.0	22586.0	IP
1+OP+....txt	35.0	376.0	28833.0	OP
1+LY+....txt	31.0	410.0	32700.000000000004	LY
1+IP+....txt	43.0	478.0	23222.0	IP
1+SP+....txt	42.0	441.0	23556.0	SP
1+OP+....txt	55.0	303.0	18028.0	OP
1+LY+....txt	36.0	298.0	27708.0	LY
1+LY+....txt	36.0	436.0	28043.0	LY
1+OP+....txt	46.0	439.0	21667.0	OP
1+SP+....txt	64.0	335.0	15586.0	SP
1+OP+....txt	50.0	634.0	20042.0	OP
1+IP+....txt	47.0	534.0	21368.0	IP
1+NA+....txt	57.0	544.0	17542.0	NA
1+OP+....txt	44.0	366.0	22478.0	OP
1+OP+....txt	53.0	458.0	18871.0	OP
1+LY+....txt	9.0	693.0	114000.0	LY
1+IP+....txt	37.0	270.0	27035.0	IP
1+OP+....txt	61.0	475.0	16332.999999999998	OP
1+IP+....txt	40.0	345.0	25141.0	IP
1+LY+....txt	6.0	619.0	181000.0	LY
1+IN+....txt	35.0	525.0	28556.0	IN
1+IP+....txt	44.0	499.0	22500.0	IP
1+IN+....txt	49.0	417.0	20375.0	IN
1+SP+....txt	42.0	339.0	23906.0	SP
1+OP+....txt	37.0	481.0	27146.0	OP
1+IN+....txt	41.0	299.0	24127.0	IN
1+LY+....txt	52.0	204.0	19059.0	LY
1+IN+....txt	44.0	584.0	22857.0	IN
1+IP+....txt	27.0	670.0	37600.0	IP
1+IN+....txt	27.0	427.0	36721.0	IN
1+OP+....txt	38.0	365.0	26338.0	OP
1+IN+....txt	33.0	248.0	30054.0	IN
1+NA+....txt	29.0	487.0	34933.0	NA
1+SP+....txt	77.0	286.0	13017.0	SP
1+IP+....txt	25.0	697.0	40667.0	IP
1+NA+....txt	34.0	497.0	29818.0	NA
1+SP+....txt	42.0	321.0	23561.0	SP
1+LY+....txt	11.0	447.0	91250.0	LY
1+NA+....txt	36.0	503.0	27654.0	NA
1+NA+....txt	53.0	208.0	18776.0	NA
1+NA+....txt	38.0	345.0	26271.0	NA
1+IN+....txt	32.0	428.0	30867.0	IN
1+IP+....txt	42.0	333.0	23679.0	IP
1+IP+....txt	30.0	561.0	33857.0	IP
1+IN+....txt	38.0	580.0	26400.0	IN
1+NA+....txt	32.0	498.0	31393.0	NA
1+LY+....txt	61.0	381.0	16455.0	LY
1+NA+....txt	39.0	410.0	25712.0	NA
1+NA+....txt	37.0	562.0	27231.0	NA
1+OP+....txt	59.0	378.0	17009.0	OP
1+NA+....txt	45.0	486.0	22214.0	NA
1+SP+....txt	63.0	287.0	15758.0	SP
1+LY+....txt	30.0	462.0	33444.0	LY
1+SP+....txt	39.0	359.0	25818.0	SP
1+NA+....txt	41.0	441.0	24509.0	NA
1+NA+....txt	31.0	692.0	32500.0	NA
1+SP+....txt	78.0	431.0	12884.0	SP
1+SP+....txt	60.0	289.0	16670.0	SP
1+IN+....txt	51.0	265.0	19689.0	IN
1+LY+....txt	9.0	204.0	108844.0	LY
1+LY+....txt	4.0	565.0	255000.0	LY
1+NA+....txt	41.0	521.0	24381.0	NA
1+LY+....txt	6.0	558.0	156000.0	LY
1+NA+....txt	53.0	331.0	18938.0	NA
1+IP+....txt	41.0	389.0	24185.0	IP
1+SP+....txt	52.0	366.0	19213.0	SP
1+IN+....txt	34.0	417.0	29711.0	IN
1+LY+....txt	33.0	414.0	30700.0	LY
1+SP+....txt	84.0	406.0	11966.0	SP
1+LY+....txt	2.0	446.0	572000.0	LY
1+SP+....txt	66.0	331.0	15230.0	SP
1+NA+....txt	14.0	634.0	71000.0	NA
1+IN+....txt	39.0	477.0	25938.0	IN
1+OP+....txt	51.0	519.0	19486.0	OP
1+IP+....txt	49.0	523.0	20476.0	IP
1+NA+....txt	29.0	472.0	34391.0	NA
1+SP+....txt	60.0	344.0	16759.0	SP
1+OP+....txt	41.0	356.0	24557.0	OP
1+LY+....txt	3.0	337.0	388500.0	LY
1+IN+....txt	42.0	312.0	24068.0	IN
1+NA+....txt	33.0	497.0	30615.0	NA
1+NA+....txt	25.0	589.0	40167.0	NA
1+OP+....txt	56.0	272.0	17996.0	OP
1+NA+....txt	36.0	442.0	27400.0	NA
1+SP+....txt	54.0	305.0	18566.0	SP
1+IN+....txt	36.0	233.0	27425.0	IN
1+LY+....txt	3.0	411.0	358000.0	LY
1+IP+....txt	43.0	438.0	23422.0	IP
1+OP+....txt	46.0	330.0	21711.0	OP
1+IP+....txt	39.0	512.0	25786.0	IP
1+IN+....txt	40.0	392.0	25000.0	IN
1+IP+....txt	65.0	191.0	15314.0	IP
1+SP+....txt	50.0	336.0	19841.0	SP
1+IN+....txt	32.0	247.0	31134.0	IN
1+IN+....txt	42.0	358.0	23935.0	IN
1+SP+....txt	74.0	467.0	13488.0	SP
1+IP+....txt	58.0	486.0	17256.0	IP
1+OP+....txt	61.0	424.0	16382.000000000002	OP
1+OP+....txt	59.0	461.0	17065.0	OP
1+IP+....txt	46.0	532.0	21667.0	IP
1+IN+....txt	42.0	243.0	23970.0	IN
1+IP+....txt	45.0	528.0	22419.0	IP
1+IN+....txt	38.0	295.0	26598.0	IN
1+IN+....txt	33.0	317.0	30153.0	IN
1+SP+....txt	41.0	369.0	24520.0	SP
1+IN+....txt	36.0	438.0	27895.0	IN
1+OP+....txt	44.0	572.0	22846.0	OP
1+NA+....txt	22.0	683.0	46333.0	NA
1+NA+....txt	32.0	441.0	31650.0	NA
1+LY+....txt	54.0	386.0	18654.0	LY
1+NA+....txt	42.0	418.0	23538.0	NA
1+OP+....txt	32.0	557.0	31059.0	OP
1+OP+....txt	42.0	422.0	23562.0	OP
1+SP+....txt	41.0	347.0	24484.0	SP
1+IN+....txt	51.0	454.0	19791.0	IN
1+IP+....txt	48.0	585.0	20706.0	IP
1+IP+....txt	47.0	478.0	21356.0	IP
1+IN+....txt	44.0	300.0	22974.0	IN
1+IN+....txt	38.0	283.0	26563.0	IN
1+SP+....txt	49.0	507.0	20412.0	SP
1+IN+....txt	41.0	319.0	24163.0	IN
1+OP+....txt	53.0	383.0	18836.0	OP
1+SP+....txt	53.0	266.0	18854.0	SP
1+LY+....txt	4.0	403.0	263000.0	LY
1+IN+....txt	49.0	242.0	20413.0	IN
1+LY+....txt	8.0	453.0	123500.0	LY
1+OP+....txt	41.0	499.0	24345.0	OP
1+LY+....txt	11.0	508.0	89500.0	LY
1+IP+....txt	40.0	505.0	25182.0	IP
1+IN+....txt	35.0	251.0	28598.0	IN
1+NA+....txt	30.0	524.0	33500.0	NA
1+IN+....txt	47.0	235.0	21195.0	IN
1+LY+....txt	12.0	450.0	85000.0	LY
1+IN+....txt	41.0	292.0	24348.0	IN
1+IP+....txt	52.0	381.0	19304.0	IP
1+SP+....txt	39.0	647.0	25500.0	SP
1+NA+....txt	40.0	443.0	25156.0	NA
1+IN+....txt	40.0	362.0	25000.0	IN
1+IN+....txt	39.0	429.0	25839.0	IN
1+OP+....txt	28.0	640.0	35167.0	OP
1+LY+....txt	67.0	699.0	14818.0	LY
1+IP+....txt	32.0	397.0	31031.0	IP
1+IN+....txt	39.0	381.0	25381.0	IN
1+NA+....txt	41.0	409.0	24200.0	NA
1+SP+....txt	57.0	450.0	17490.0	SP
1+SP+....txt	47.0	165.0	21232.0	SP
1+OP+....txt	33.0	605.0	29909.0	OP
1+NA+....txt	25.0	491.0	39300.0	NA
1+SP+....txt	72.0	375.0	13883.0	SP
1+NA+....txt	39.0	455.0	25522.0	NA
1+IN+....txt	52.0	491.0	19118.0	IN
1+OP+....txt	49.0	423.0	20440.0	OP
1+IP+....txt	34.0	653.0	29400.0	IP
1+NA+....txt	43.0	471.0	23256.0	NA
1+IN+....txt	39.0	479.0	25500.0	IN
1+IN+....txt	29.0	461.0	34900.0	IN
1+OP+....txt	48.0	477.0	20812.0	OP
1+IP+....txt	55.0	630.0	18182.0	IP
1+IN+....txt	33.0	488.0	30421.0	IN
1+OP+....txt	40.0	410.0	25053.0	OP
1+LY+....txt	9.0	545.0	116500.0	LY
1+IP+....txt	31.0	387.0	32482.999999999996	IP
1+SP+....txt	56.0	526.0	17744.0	SP
1+IP+....txt	49.0	495.0	20387.0	IP
1+NA+....txt	29.0	462.0	34565.0	NA
1+LY+....txt	38.0	418.0	26154.0	LY
1+LY+....txt	3.0	401.0	324000.0	LY
1+NA+....txt	37.0	559.0	26714.0	NA
1+IP+....txt	45.0	360.0	22315.0	IP
1+IN+....txt	39.0	369.0	25744.0	IN
1+SP+....txt	47.0	299.0	21192.0	SP
1+IN+....txt	50.0	381.0	19969.0	IN
1+IP+....txt	40.0	653.0	24800.0	IP
1+LY+....txt	4.0	559.0	261000.0	LY
1+LY+....txt	5.0	495.0	216000.0	LY
1+NA+....txt	54.0	452.0	18623.0	NA
1+SP+....txt	51.0	175.0	19580.0	SP
1+LY+....txt	2.0	273.0	450000.0	LY
1+NA+....txt	39.0	509.0	25517.0	NA
1+IP+....txt	45.0	342.0	22250.0	IP
1+LY+....txt	32.0	322.0	31444.0	LY
1+NA+....txt	29.0	652.0	34125.0	NA
1+LY+....txt	6.0	553.0	159000.0	LY
1+OP+....txt	55.0	343.0	18252.0	OP
1+IP+....txt	40.0	429.0	24767.0	IP
1+SP+....txt	44.0	453.0	22795.0	SP
1+LY+....txt	89.0	498.0	11208.0	LY
1+NA+....txt	47.0	527.0	21263.0	NA
1+SP+....txt	79.0	474.0	12595.0	SP
1+NA+....txt	32.0	549.0	31700.0	NA
1+OP+....txt	40.0	406.0	24939.0	OP
1+IP+....txt	40.0	548.0	25048.0	IP
1+LY+....txt	15.0	404.0	68750.0	LY
1+IP+....txt	40.0	504.0	24875.0	IP
1+NA+....txt	27.0	500.0	36500.0	NA
1+IP+....txt	35.0	541.0	28808.0	IP
1+IP+....txt	54.0	364.0	18566.0	IP
1+LY+....txt	4.0	342.0	269200.0	LY
1+OP+....txt	40.0	434.0	24836.0	OP
1+NA+....txt	65.0	534.0	15500.0	NA
1+IP+....txt	54.0	461.0	18429.0	IP
1+LY+....txt	9.0	180.0	108735.0	LY
1+OP+....txt	33.0	410.0	30062.0	OP
1+IN+....txt	56.0	319.0	17733.0	IN
1+IN+....txt	34.0	428.0	29611.0	IN
1+IN+....txt	38.0	261.0	26265.0	IN
1+OP+....txt	38.0	501.0	26143.0	OP
1+IN+....txt	35.0	527.0	28923.0	IN
1+IP+....txt	26.0	534.0	38600.0	IP
1+SP+....txt	52.0	425.0	19246.0	SP
1+LY+....txt	36.0	353.0	27692.0	LY
1+SP+....txt	36.0	255.0	27592.0	SP
1+NA+....txt	39.0	443.0	25326.0	NA
1+IP+....txt	35.0	412.0	28229.0	IP
1+SP+....txt	64.0	267.0	15604.0	SP
1+NA+....txt	39.0	457.0	25417.0	NA
1+OP+....txt	45.0	347.0	22163.0	OP
1+OP+....txt	45.0	398.0	22000.0	OP
1+IN+....txt	42.0	503.0	23852.0	IN
1+IP+....txt	44.0	460.0	22842.0	IP
1+IP+....txt	44.0	440.0	22500.0	IP
1+SP+....txt	32.0	424.0	31091.0	SP
1+OP+....txt	34.0	545.0	29133.0	OP
1+NA+....txt	49.0	550.0	20524.0	NA
1+OP+....txt	49.0	342.0	20589.0	OP
1+IP+....txt	37.0	640.0	27200.0	IP
1+SP+....txt	65.0	496.0	15375.0	SP
1+IP+....txt	48.0	359.0	20887.0	IP
1+SP+....txt	49.0	314.0	20447.0	SP
1+LY+....txt	4.0	463.0	227000.0	LY
1+LY+....txt	58.0	471.0	17375.0	LY
1+LY+....txt	6.0	500.0	164000.0	LY
1+SP+....txt	63.0	451.0	15887.0	SP
1+LY+....txt	79.0	370.0	12692.0	LY
1+IP+....txt	40.0	707.0	24750.0	IP
1+NA+....txt	45.0	378.0	22348.0	NA
1+OP+....txt	38.0	440.0	26120.0	OP
1+IP+....txt	41.0	619.0	24615.0	IP
1+SP+....txt	32.0	432.0	31714.0	SP
1+NA+....txt	45.0	227.0	22444.0	NA
1+IP+....txt	34.0	443.0	29700.0	IP
1+IP+....txt	52.0	446.0	19357.0	IP
1+NA+....txt	42.0	475.0	24000.0	NA
1+NA+....txt	46.0	457.0	21893.0	NA
1+SP+....txt	47.0	271.0	21477.0	SP
1+NA+....txt	43.0	537.0	23115.0	NA
1+IP+....txt	53.0	309.0	18969.0	IP
1+NA+....txt	55.0	517.0	18067.0	NA
1+OP+....txt	40.0	407.0	24943.0	OP
1+LY+....txt	96.0	345.0	10395.0	LY
1+NA+....txt	40.0	508.0	24952.0	NA
1+IP+....txt	45.0	305.0	22258.0	IP
1+OP+....txt	62.0	446.0	16235.0	OP
1+NA+....txt	25.0	507.0	39750.0	NA
1+LY+....txt	10.0	597.0	98000.0	LY
1+LY+....txt	70.0	393.0	14263.0	LY
1+LY+....txt	18.0	349.0	54636.0	LY
1+SP+....txt	127.0	382.0	7847.0	SP
1+IN+....txt	42.0	438.0	23634.0	IN
1+NA+....txt	29.0	566.0	34750.0	NA
1+OP+....txt	48.0	451.0	21019.0	OP
1+OP+....txt	53.0	372.0	18766.0	OP
1+SP+....txt	57.0	344.0	17463.0	SP
1+OP+....txt	75.0	370.0	13310.0	OP
1+NA+....txt	32.0	534.0	31375.0	NA
1+SP+....txt	67.0	352.0	14838.0	SP
1+NA+....txt	45.0	291.0	22223.0	NA
1+OP+....txt	37.0	606.0	27308.0	OP
1+IN+....txt	42.0	270.0	23578.0	IN
1+NA+....txt	47.0	576.0	21353.0	NA
1+LY+....txt	14.0	353.0	70800.0	LY
1+NA+....txt	37.0	445.0	26758.0	NA
1+SP+....txt	67.0	399.0	14861.0	SP
1+SP+....txt	52.0	153.0	19199.0	SP
1+LY+....txt	4.0	274.0	282500.0	LY
1+SP+....txt	41.0	502.0	24593.0	SP
1+IN+....txt	46.0	385.0	21568.0	IN
1+SP+....txt	60.0	456.0	16730.0	SP
1+IN+....txt	40.0	285.0	24910.0	IN
1+IN+....txt	44.0	717.0	22500.0	IN
1+OP+....txt	53.0	444.0	18762.0	OP
1+IN+....txt	46.0	296.0	21727.0	IN
1+SP+....txt	63.0	455.0	15836.0	SP
1+IP+....txt	43.0	472.0	23257.0	IP
1+LY+....txt	6.0	417.0	163000.0	LY
1+SP+....txt	39.0	297.0	25391.0	SP
1+LY+....txt	53.0	500.0	19000.0	LY
1+IN+....txt	55.0	351.0	18214.0	IN
1+IP+....txt	41.0	500.0	24429.0	IP
1+IN+....txt	39.0	239.0	25829.0	IN
1+NA+....txt	21.0	710.0	48250.0	NA
1+IN+....txt	44.0	347.0	22665.0	IN
1+NA+....txt	34.0	528.0	29056.0	NA
1+IP+....txt	46.0	502.0	21594.0	IP
1+NA+....txt	48.0	463.0	20897.0	NA
1+OP+....txt	45.0	288.0	22208.0	OP
1+OP+....txt	37.0	419.0	26742.0	OP
1+LY+....txt	3.0	458.0	378000.0	LY
1+OP+....txt	49.0	364.0	20362.0	OP
1+OP+....txt	44.0	376.0	22719.0	OP
1+OP+....txt	47.0	358.0	21417.0	OP
1+SP+....txt	54.0	358.0	18595.0	SP
1+LY+....txt	36.0	332.0	28111.0	LY
1+IP+....txt	47.0	618.0	21500.0	IP
1+OP+....txt	41.0	612.0	24500.0	OP
1+OP+....txt	45.0	420.0	22158.0	OP
1+IN+....txt	45.0	311.0	22411.0	IN
1+IP+....txt	48.0	425.0	21016.0	IP
1+SP+....txt	51.0	458.0	19644.0	SP
1+LY+....txt	8.0	560.0	125000.0	LY
1+IN+....txt	35.0	444.0	28324.0	IN
1+SP+....txt	47.0	314.0	21120.0	SP
1+IP+....txt	48.0	367.0	20920.0	IP
1+SP+....txt	54.0	322.0	18376.0	SP
1+IN+....txt	40.0	576.0	25062.0	IN
1+LY+....txt	15.0	562.0	65800.0	LY
1+OP+....txt	56.0	664.0	17875.0	OP
1+NA+....txt	40.0	482.0	24917.0	NA
1+IN+....txt	46.0	277.0	21585.0	IN
1+NA+....txt	40.0	567.0	25217.0	NA
1+SP+....txt	68.0	438.0	14602.0	SP
1+LY+....txt	8.0	333.0	120000.0	LY
1+OP+....txt	46.0	335.0	21532.0	OP
1+IP+....txt	34.0	632.0	29556.0	IP
1+IP+....txt	33.0	327.0	29969.0	IP
1+NA+....txt	56.0	486.0	17842.0	NA
1+NA+....txt	36.0	444.0	27719.0	NA
1+LY+....txt	3.0	370.0	381000.0	LY
1+LY+....txt	38.0	401.0	26118.0	LY
1+IP+....txt	37.0	548.0	26727.0	IP
1+IP+....txt	34.0	488.0	29667.0	IP
1+OP+....txt	44.0	536.0	22519.0	OP
1+IP+....txt	42.0	419.0	24000.0	IP
1+OP+....txt	36.0	486.0	27641.0	OP
1+IP+....txt	35.0	579.0	28778.0	IP
1+IP+....txt	41.0	549.0	24600.0	IP
1+SP+....txt	46.0	335.0	21510.0	SP
1+IN+....txt	46.0	527.0	21800.0	IN
1+OP+....txt	67.0	295.0	14906.0	OP
1+LY+....txt	32.0	456.0	31250.0	LY
1+IN+....txt	47.0	242.0	21401.0	IN
1+IP+....txt	25.0	497.0	40000.0	IP
1+NA+....txt	29.0	448.0	33909.0	NA
1+IP+....txt	49.0	612.0	20417.0	IP
1+LY+....txt	5.0	302.0	222000.0	LY
1+SP+....txt	69.0	364.0	14598.0	SP
1+SP+....txt	66.0	258.0	15083.0	SP
1+OP+....txt	37.0	487.0	27381.0	OP
1+SP+....txt	46.0	256.0	21829.0	SP
1+IP+....txt	27.0	353.0	37136.0	IP
1+OP+....txt	29.0	503.0	33964.0	OP
1+IP+....txt	41.0	384.0	24212.0	IP
1+IN+....txt	42.0	292.0	23914.0	IN
1+NA+....txt	40.0	484.0	25115.0	NA
1+IP+....txt	39.0	386.0	25719.0	IP
1+NA+....txt	55.0	559.0	18294.0	NA
1+LY+....txt	43.0	502.0	23000.0	LY
1+IN+....txt	48.0	328.0	21032.0	IN
1+SP+....txt	54.0	317.0	18533.0	SP
1+LY+....txt	11.0	363.0	94667.0	LY
1+LY+....txt	16.0	385.0	61000.0	LY
1+SP+....txt	45.0	347.0	22063.0	SP
1+NA+....txt	56.0	439.0	17750.0	NA
1+IN+....txt	37.0	323.0	26709.0	IN
1+LY+....txt	3.0	325.0	360000.0	LY
1+NA+....txt	32.0	537.0	31438.0	NA
1+OP+....txt	48.0	143.0	20737.0	OP
1+LY+....txt	8.0	441.0	124000.0	LY
1+LY+....txt	3.0	378.0	331000.0	LY
1+LY+....txt	12.0	396.0	84500.0	LY
1+LY+....txt	4.0	535.0	241000.0	LY
1+IP+....txt	48.0	377.0	20803.0	IP
1+OP+....txt	49.0	509.0	20611.0	OP
1+SP+....txt	64.0	392.0	15641.0	SP
1+NA+....txt	42.0	438.0	23727.0	NA
1+NA+....txt	39.0	471.0	25800.0	NA
1+IN+....txt	48.0	353.0	21015.0	IN
1+OP+....txt	39.0	438.0	25611.0	OP
1+NA+....txt	49.0	488.0	20216.0	NA
1+SP+....txt	62.0	438.0	16204.0	SP
1+NA+....txt	52.0	412.0	19234.0	NA
1+LY+....txt	3.0	416.0	286000.0	LY
1+NA+....txt	29.0	576.0	34900.0	NA
1+IN+....txt	45.0	357.0	22369.0	IN
1+NA+....txt	51.0	558.0	19800.0	NA
1+IP+....txt	30.0	609.0	33571.0	IP
1+NA+....txt	30.0	496.0	32905.0	NA
1+OP+....txt	72.0	382.0	13984.0	OP
1+OP+....txt	86.0	235.0	11695.0	OP
1+IN+....txt	34.0	295.0	29037.0	IN
1+LY+....txt	5.0	530.0	215000.0	LY
1+SP+....txt	52.0	323.0	19093.0	SP
1+OP+....txt	60.0	341.0	16798.0	OP
1+NA+....txt	39.0	395.0	25380.0	NA
1+SP+....txt	40.0	608.0	25222.0	SP
1+LY+....txt	9.0	405.0	116000.0	LY
1+NA+....txt	45.0	480.0	22250.0	NA
1+LY+....txt	33.0	488.0	30545.0	LY
1+SP+....txt	64.0	183.0	15688.0	SP
1+IN+....txt	44.0	310.0	22925.0	IN
1+IN+....txt	38.0	374.0	26118.0	IN
1+SP+....txt	44.0	357.0	22688.0	SP
1+SP+....txt	34.0	317.0	29268.0	SP
1+LY+....txt	5.0	473.0	205000.0	LY
1+OP+....txt	43.0	275.0	23418.0	OP
1+IP+....txt	46.0	414.0	21946.0	IP
1+LY+....txt	26.0	295.0	38538.0	LY
1+IN+....txt	36.0	600.0	27857.0	IN
1+OP+....txt	32.0	458.0	30776.0	OP
1+LY+....txt	4.0	425.0	226000.0	LY
1+NA+....txt	31.0	522.0	32000.0	NA
1+IN+....txt	39.0	327.0	25760.0	IN
1+SP+....txt	39.0	431.0	25829.0	SP
1+IN+....txt	38.0	319.0	26063.0	IN
1+SP+....txt	32.0	246.0	31474.0	SP
1+SP+....txt	43.0	453.0	23348.0	SP
1+OP+....txt	43.0	342.0	23244.0	OP
1+IN+....txt	38.0	254.0	26221.0	IN
1+OP+....txt	55.0	457.0	18054.0	OP
1+IN+....txt	44.0	299.0	22911.0	IN
1+LY+....txt	10.0	247.0	97217.0	LY
1+SP+....txt	61.0	476.0	16421.0	SP
1+IP+....txt	34.0	537.0	29588.0	IP
1+IP+....txt	24.0	625.0	42000.0	IP
1+IN+....txt	44.0	287.0	22647.0	IN
1+IP+....txt	45.0	370.0	22088.0	IP
1+OP+....txt	51.0	310.0	19713.0	OP
1+LY+....txt	83.0	469.0	12000.0	LY
1+OP+....txt	15.0	594.0	67750.0	OP
1+LY+....txt	5.0	492.0	199000.0	LY
1+SP+....txt	77.0	427.0	12970.0	SP
1+SP+....txt	43.0	280.0	23200.0	SP
1+IP+....txt	44.0	590.0	22953.0	IP
1+LY+....txt	29.0	329.0	34000.0	LY
1+SP+....txt	49.0	432.0	20352.0	SP
1+OP+....txt	57.0	471.0	17414.0	OP
1+SP+....txt	85.0	156.0	11741.0	SP
1+LY+....txt	27.0	493.0	36500.0	LY
1+LY+....txt	5.0	407.0	204000.0	LY
1+IP+....txt	63.0	579.0	15864.0	IP
1+SP+....txt	47.0	347.0	21456.0	SP
1+IN+....txt	42.0	609.0	23727.0	IN
1+LY+....txt	21.0	477.0	48200.0	LY
1+IN+....txt	38.0	503.0	26318.0	IN
1+NA+....txt	45.0	615.0	22100.0	NA
1+NA+....txt	38.0	535.0	26182.0	NA
1+SP+....txt	49.0	304.0	20417.0	SP
1+IP+....txt	41.0	314.0	24370.0	IP
1+SP+....txt	80.0	366.0	12485.0	SP
1+NA+....txt	28.0	454.0	35357.0	NA
1+LY+....txt	4.0	419.0	246000.0	LY
1+SP+....txt	48.0	302.0	20688.0	SP
1+IP+....txt	41.0	503.0	24556.0	IP
1+NA+....txt	48.0	423.0	20674.0	NA
1+NA+....txt	43.0	348.0	23333.0	NA
1+LY+....txt	4.0	267.0	266000.0	LY
1+NA+....txt	55.0	395.0	18242.0	NA
1+LY+....txt	5.0	509.0	220000.0	LY
